Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District
05/23/2020 05:35:00 PM,024XX W DIVISION ST,Нападение,SIMPLE,УЛИЦА,false,true,14
02/12/2020 01:15:00 PM,002XX N LAVERGNE AVE,Драка,PRO EMP HANDS NO/MIN INJURY,, PUBLIC, СТРОЙКА,true,false,15,
01/26/2020 01:00:00 PM,062XX S HAMLIN AVE,Кража,FROM BUILDING,SCHOOL, PUBLIC, СТРОЙКА,false,false,8
08/31/2020 06:10:00 AM,015XX N CLYBOURN AVE,Нападение,SIMPLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,true,18
02/19/2020 05:19:00 PM,036XX W CORTLAND ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,Гараж,false,false,25
02/04/2020 03:00:00 PM,074XX S PEORIA ST,Ограбление,ARMED: HANDGUN,Тротуар,false,false,7
10/27/2020 04:30:00 PM,005XX N CENTRAL AVE,Драка,SIMPLE,Тротуар,false,false,15
07/29/2020 11:25:00 AM,057XX W LAWRENCE AVE,Драка,DOMESTIC BATTERY SIMPLE,Квартира,false,true,16
09/15/2020 09:00:00 AM,017XX W WRIGHTWOOD AVE,УГОН АВТОМОБИЛЯ,COUNTERFEIT CHECK,Другое,false,false,19
09/26/2020 04:20:00 AM,050XX S KEATING AVE,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,true,8
02/07/2020 03:30:00 AM,040XX W DIVISION ST,Кража,$500 AND UNDER,УЛИЦА,false,true,25
01/19/2020 10:15:00 AM,0000X W WASHINGTON ST,ДРУГОЕ НАРУШЕНИЕ,VIO BAIL BOND: DOM VIOLENCE,Другое,true,true,1
07/23/2020 09:00:00 PM,032XX N HAMLIN AVE,Кража,CRIMINAL DEFACEMENT,ГАРАЖ,false,false,17
07/03/2020 05:36:00 AM,061XX S KIMBARK AVE,Износилование,NON-AGGRAVATED,УЛИЦА,false,false,3
08/12/2020 04:00:00 PM,011XX N NOBLE ST,Нападение,SIMPLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,false,12
06/16/2020 03:33:00 PM,084XX S MAY ST,Нападение,SIMPLE,РЕЗИДЕНЦИЯ,false,true,6
09/20/2020 05:30:00 PM,002XX E OHIO ST,Кража,OVER $500,Другое,false,false,18
02/21/2020 12:15:00 AM,051XX W FLETCHER ST,Кража,TO VEHICLE,УЛИЦА,false,false,25
05/16/2020 01:02:00 PM,109XX S DOTY AVE W,Кража,RETAIL THEFT,НЕБОЛЬШОЙ РОЗНИЧНЫЙ МАГАЗИН,true,false,5
09/01/2020 10:51:00 AM,043XX W AUGUSTA BLVD,Нападение,TO VEHICLE,ALLEY,false,false,11
03/20/2020 03:21:00 PM,048XX N ALBANY AVE,HOMICIDE,FIRST DEGREE MURDER,УЛИЦА,false,false,17
01/28/2020 10:01:00 PM,047XX W ARTHINGTON ST,PROSTITUTION,SOLICIT ON PUBLIC WAY,Тротуар,true,false,11
06/16/2020 11:44:00 PM,073XX W ADDISON ST,НАРУШЕНИЕ ОБЩЕСТВЕННОГО ПОРЯДКА,RECKLESS CONDUCT,ALLEY,true,false,16
11/26/2020 02:20:00 PM,001XX N GARLAND CT,Ограбление,STRONGARM - NO WEAPON,УЛИЦА,false,false,1
02/22/2021 08:00:00 PM,076XX S CICERO AVE,Кража,TO VEHICLE,УЛИЦА,false,false,8
11/21/2020 04:00:00 AM,019XX W OAKDALE AVE,Кража,TO VEHICLE,УЛИЦА,false,false,19
11/20/2020 02:00:00 AM,074XX S ROCKWELL ST,ДРУГОЕ НАРУШЕНИЕ,Другое CRIME AGAINST PERSON,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,8
10/31/2020 11:45:00 AM,066XX S OAKLEY AVE,Драка,DOMESTIC BATTERY SIMPLE,Тротуар,true,true,8
05/25/2020 04:00:00 AM,042XX W GRENSHAW ST,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY TELEPHONE,Квартира,false,false,11
03/12/2020 05:54:00 PM,012XX N LOCKWOOD AVE,Драка,AGGRAVATED: HANDGUN,Тротуар,false,false,25
09/03/2020 07:55:00 PM,070XX N CLARK ST,Кража,FROM BUILDING,НЕБОЛЬШОЙ РОЗНИЧНЫЙ МАГАЗИН,false,false,24
04/15/2020 07:30:00 PM,006XX N LOTUS AVE,Кража,TO VEHICLE,ALLEY,false,false,15
07/09/2020 08:00:00 PM,061XX S MONITOR AVE,Кража,TO VEHICLE,УЛИЦА,false,false,8
12/11/2020 07:15:00 PM,118XX S MARSHFIELD AVE,Кража,RETAIL THEFT,НЕБОЛЬШОЙ РОЗНИЧНЫЙ МАГАЗИН,true,false,22
01/20/2021 08:40:00 PM,038XX W COLUMBUS AVE,Драка,DOMESTIC BATTERY SIMPLE,Квартира,true,true,8
05/15/2020 03:00:00 PM,070XX W BELMONT AVE,Кража,OVER $500,УЛИЦА,false,false,25
02/07/2020 04:10:00 AM,009XX S LOOMIS ST,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,12
04/13/2020 10:30:00 AM,028XX W 71ST ST,Кража со взломом,UNLAWFUL ENTRY,Квартира,false,false,8
07/29/2020 07:45:00 PM,026XX W HIRSCH ST,Драка,DOMESTIC BATTERY SIMPLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,true,14
06/12/2020 09:00:00 AM,030XX S ARCHER AVE,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY ELECTRONIC MEANS,РЕЗИДЕНЦИЯ,false,true,9
04/03/2020 12:00:00 AM,005XX E 33RD ST,УГОН АВТОМОБИЛЯ,ILLEGAL USE CASH CARD,Другое,false,false,2
01/19/2021 12:30:00 PM,015XX S TRUMBULL AVE,Кража,OVER $500,УЛИЦА,false,false,10
03/17/2020 10:00:00 AM,004XX W 63RD ST,УГОН АВТОМОБИЛЯ,AGGRAVATED FINANCIAL IDENTITY THEFT,РЕЗИДЕНЦИЯ,false,false,7
09/17/2020 01:53:00 AM,015XX N KINGSBURY ST,УГОН АВТОМОБИЛЯ,CREDIT CARD FRAUD,БАР ИЛИ ТАВЕРНА,false,false,18
03/21/2020 07:00:00 PM,080XX S CLYDE AVE,Кража,TO VEHICLE,УЛИЦА,false,false,4
01/27/2021 08:45:00 PM,003XX S WABASH AVE,Кража,TO VEHICLE,УЛИЦА,false,false,1
01/10/2021 09:00:00 PM,026XX N ELSTON AVE,Кража,POCKET-PICKING,УНИВЕРМАГ,false,false,14
03/19/2020 11:55:00 AM,028XX W POLK ST,НАРКОТИКИ,POSS: CANNABIS 30GMS OR LESS,Тротуар,true,false,11
10/29/2020 08:30:00 PM,013XX W FULLERTON AVE,Кража,TO VEHICLE,УЛИЦА,false,false,18
12/03/2020 12:28:00 PM,019XX S PULASKI RD,Драка,SIMPLE,НЕБОЛЬШОЙ РОЗНИЧНЫЙ МАГАЗИН,true,false,10
06/10/2020 08:11:00 PM,030XX W JACKSON BLVD,Драка,AGGRAVATED: HANDGUN,УЛИЦА,false,false,11
04/08/2020 07:55:00 AM,069XX S HALSTED ST,Драка,DOMESTIC BATTERY SIMPLE,Квартира,true,true,7
10/07/2020 10:00:00 PM,031XX W 41ST ST,Кража,TO PROPERTY,Квартира,false,false,9
06/12/2020 11:19:00 PM,015XX S KENNETH AVE,ДРУГОЕ НАРУШЕНИЕ,VIOLATE ORDER OF PROTECTION,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),true,true,10
10/29/2020 03:25:00 AM,022XX W 47TH ST,ДРУГОЕ НАРУШЕНИЕ,VIOLATE ORDER OF PROTECTION,РЕЗИДЕНЦИЯ,false,true,9
04/17/2020 03:23:00 PM,092XX S DREXEL AVE,Нападение,SIMPLE,РЕЗИДЕНЦИЯ,false,true,4
02/07/2021 03:54:00 PM,008XX W 80TH ST,Кража,$500 AND UNDER,Другое,false,false,6
01/11/2020 09:39:00 PM,007XX N LAVERGNE AVE,HOMICIDE,FIRST DEGREE MURDER,УЛИЦА,false,false,15
08/24/2020 05:25:00 PM,035XX W HARRISON ST,Драка,SIMPLE,ALLEY,false,false,11
07/14/2020 05:00:00 AM,012XX S AVERS AVE,Кража,$500 AND UNDER,Квартира,false,false,10
02/12/2020 02:20:00 AM,002XX W ONTARIO ST,Кража,OVER $500,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,false,true,18
11/16/2020 01:12:00 AM,081XX S ASHLAND AVE,ДРУГОЕ НАРУШЕНИЕ,FALSE/STOLEN/ALTERED TRP,УЛИЦА,true,false,6
01/07/2021 01:30:00 AM,028XX W ROOSEVELT RD,Ограбление,ARMED: HANDGUN,УЛИЦА,true,false,11
08/17/2020 11:30:00 PM,006XX W IRVING PARK RD,Кража,$500 AND UNDER,Тротуар,false,false,19
08/15/2020 08:00:00 PM,009XX N HERMITAGE AVE,УГОН АВТОМОБИЛЯ,ATT: AUTOMOBILE,УЛИЦА,false,false,12
12/26/2020 01:10:00 AM,017XX W 38TH ST,Кража,OVER $500,УЛИЦА,false,false,9
03/27/2020 10:19:00 PM,015XX N CICERO AVE,НАРКОТИКИ,POSS: HEROIN(WHITE),CTA BUS STOP,true,false,25
12/20/2020 01:00:00 PM,040XX N WESTERN AVE,Кража,POCKET-PICKING,CTA BUS,false,false,19
09/17/2020 10:00:00 PM,043XX S MAPLEWOOD AVE,Кража со взломом,UNLAWFUL ENTRY,РЕЗИДЕНЦИЯ,false,false,9
05/12/2020 01:25:00 AM,103XX S EMERALD AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,false,22
12/02/2020 04:00:00 PM,048XX N AVERS AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,17
02/25/2020 03:23:00 PM,070XX S PULASKI RD,Кража,FROM BUILDING,РЕСТОРАН,false,false,8
06/15/2020 04:00:00 PM,058XX S KOSTNER AVE,Кража,TO VEHICLE,, PUBLIC, GROUNDS,false,false,8,
02/08/2021 04:07:00 PM,076XX S ABERDEEN ST,Драка,AGG PO HANDS NO/MIN INJURY,РЕЗИДЕНЦИЯ,false,false,6,
12/02/2020 09:00:00 PM,002XX E 75TH ST,Кража,FROM BUILDING,РЕСТОРАН,false,false,3,
03/03/2020 04:20:00 PM,070XX N CLARK ST,Драка,SIMPLE,Тротуар,false,false,24,
02/02/2021 04:00:00 PM,114XX S ST LOUIS AVE,ПРАВОНАРУШЕНИЕ В ОТНОШЕНИИ ДЕТЕЙ,ДРУГОЕ НАРУШЕНИЕ,РЕЗИДЕНЦИЯ,false,true,22,
03/12/2020 10:00:00 PM,044XX N PULASKI RD,УГОН АВТОМОБИЛЯ,ATTEMPT - FINANCIAL IDENTITY THEFT,НЕБОЛЬШОЙ РОЗНИЧНЫЙ МАГАЗИН,false,false,17,
04/27/2020 12:20:00 PM,043XX S PAULINA ST,Нападение,AGGRAVATED: HANDGUN,УЛИЦА,true,false,9,
09/24/2020 02:40:00 PM,118XX S BISHOP ST,Нападение,SIMPLE,РЕЗИДЕНЦИЯ,false,true,5,
02/15/2021 05:30:00 PM,008XX N MASSASOIT AVE,Кража,$500 AND UNDER,ПОДЪЕЗД - ЖИЛОЙ,false,false,15,
09/22/2020 12:36:00 PM,073XX S MORGAN ST,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,РЕЗИДЕНЦИЯ,false,false,7,
